"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17306","האפליקציה עולה ומגיבה","","2026-08-24","passed","2026-08-24","Test_Example","ClalitActiveSanity","",""
